Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1533,Ali,Johnson,student533@university.com,Male,20,CS,97.49,42.28,45.08,85.8,68.65,0.26,90.24,65.10331705602628,C,21.0,No,Yes,Unknown,High,5,4.9
S1534,John,Johnson,student534@university.com,Male,21,Business,57.58,49.05,97.01,61.07,70.56,4.57,69.48,73.6453741518051,B,16.4,Yes,No,High School,Low,3,7.6
S1535,Emma,Jones,student535@university.com,Male,20,CS,54.1,47.51,46.42,85.07,85.5,3.26,85.45,71.75465729882428,C,20.6,No,Yes,Bachelor's,Medium,1,8.2
S1536,Liam,Brown,student536@university.com,Female,19,Engineering,71.58,64.18,73.79,93.44,62.28,9.87,87.71,83.06297390677412,B,29.0,No,Yes,PhD,Low,8,7.6
S1537,Omar,Brown,student537@university.com,Female,21,CS,91.42,99.82,59.8,55.04,50.93,8.69,60.28,63.17448101743199,C,25.2,No,Yes,Unknown,High,10,8.9
S1538,Ahmed,Johnson,student538@university.com,Female,21,Mathematics,73.67,50.4,65.79,61.94,74.48,8.26,93.01,72.28494135310093,B,12.4,Yes,No,Unknown,High,2,4.4
S1539,Sara,Williams,student539@university.com,Female,23,Business,91.46,48.73,76.61,51.2,72.41,5.01,72.89,62.046594151514945,C,6.4,Yes,Yes,Bachelor's,High,5,6.3
S1540,Omar,Williams,student540@university.com,Female,19,Engineering,86.48,94.9,94.53,52.19,53.0,8.07,50.82,74.81751027258721,B,29.2,Yes,No,Bachelor's,Medium,2,8.5
S1541,Sara,Smith,student541@university.com,Male,19,CS,60.47,92.92,67.45,51.48,56.69,2.67,82.17,71.23924634450881,B,19.6,No,No,Bachelor's,Medium,6,5.6
S1542,John,Smith,student542@university.com,Female,18,Mathematics,97.44,41.93,99.26,90.03,75.5,5.61,83.84,77.40242805503465,B,9.3,No,Yes,PhD,Medium,7,8.0
S1543,Sara,Jones,student543@university.com,Male,22,Engineering,53.04,85.1,75.57,64.91,61.74,3.93,77.59,74.52700684405858,B,20.7,Yes,Yes,PhD,High,7,6.8
S1544,Ali,Johnson,student544@university.com,Female,21,CS,94.91,79.33,49.63,74.66,93.88,1.71,60.62,65.11628240457895,C,6.1,No,Yes,Bachelor's,Medium,1,8.9
S1545,Liam,Smith,student545@university.com,Male,21,Business,65.22,86.06,51.4,89.39,58.66,0.73,74.11,66.21312718032841,C,9.7,No,No,PhD,Medium,9,5.9
S1546,Ahmed,Smith,student546@university.com,Female,24,CS,75.01,69.67,82.97,74.75,51.01,5.58,70.01,67.43507592199629,B,20.8,No,No,Unknown,Medium,1,6.1
S1547,Maria,Davis,student547@university.com,Female,19,Engineering,71.12,99.48,43.02,71.46,72.38,0.98,98.73,75.45873195592799,B,15.1,No,Yes,Master's,Low,8,4.8
S1548,Sara,Johnson,student548@university.com,Female,19,Engineering,58.59,42.63,68.82,50.58,99.31,7.18,91.23,72.27957700903792,B,13.1,Yes,No,PhD,High,1,4.8
S1549,Omar,Jones,student549@university.com,Female,22,Engineering,67.91,54.06,48.89,78.4,81.69,9.21,88.09,74.01568391735638,B,21.4,No,Yes,Unknown,High,3,8.3
S1550,Ali,Smith,student550@university.com,Female,19,Mathematics,59.65,63.79,65.99,56.24,67.7,1.62,59.05,59.99863501111993,C,26.7,Yes,No,Master's,High,10,6.0
S1551,Maria,Jones,student551@university.com,Female,20,CS,60.19,66.99,85.0,88.23,50.84,4.71,66.55,75.45881500318539,B,22.0,Yes,Yes,Master's,Medium,4,7.1
S1552,Ahmed,Brown,student552@university.com,Male,20,CS,59.35,95.28,67.53,62.89,74.25,7.39,68.99,72.94406838774485,B,16.6,No,No,Bachelor's,Medium,9,7.8
S1553,Maria,Jones,student553@university.com,Female,23,CS,74.45,73.6,49.81,83.71,60.32,2.87,74.63,66.51437971535387,C,21.5,Yes,No,Bachelor's,Medium,8,6.2
S1554,Ali,Williams,student554@university.com,Male,20,Business,89.9,42.71,55.12,82.31,82.39,9.21,51.51,64.59653602658346,C,22.4,Yes,Yes,Unknown,Low,5,8.8
S1555,Liam,Williams,student555@university.com,Female,20,Mathematics,78.45,64.47,62.05,80.83,79.15,8.88,79.65,72.59232866212396,B,24.4,No,No,Bachelor's,Low,4,8.7
S1556,Liam,Jones,student556@university.com,Male,22,Mathematics,94.66,64.99,44.17,63.35,63.26,1.04,67.89,53.84665228450641,C,12.7,Yes,No,Master's,Low,10,7.4
S1557,Emma,Williams,student557@university.com,Male,21,Business,81.83,97.93,75.06,63.35,53.44,0.27,78.08,67.1478267631334,B,7.9,No,Yes,Unknown,Medium,9,9.0
S1558,Liam,Brown,student558@university.com,Male,20,Mathematics,84.47,75.95,76.45,93.15,87.75,9.76,50.45,75.81887255673621,B,22.0,No,No,Unknown,Medium,1,4.0
S1559,Emma,Johnson,student559@university.com,Male,23,Business,83.38,78.14,43.73,50.64,79.27,9.56,66.07,63.98059551353465,C,8.0,No,No,Unknown,High,6,4.0
S1560,Maria,Williams,student560@university.com,Male,19,Engineering,72.47,82.8,64.14,59.08,92.11,4.22,88.43,77.20779768099224,B,16.6,No,No,Bachelor's,Low,8,4.3
S1561,John,Williams,student561@university.com,Male,20,Engineering,84.47,86.2,64.84,80.51,62.99,0.51,75.05,67.41514161508911,B,10.8,No,Yes,Bachelor's,Medium,7,8.7
S1562,Omar,Jones,student562@university.com,Female,23,Mathematics,53.49,78.1,60.03,90.85,82.64,6.19,89.44,74.9047147558677,B,13.3,Yes,No,Bachelor's,Low,8,7.0
S1563,Omar,Brown,student563@university.com,Male,22,Engineering,92.99,54.23,73.46,67.92,55.93,2.93,84.95,64.37594665667882,C,16.8,Yes,Yes,PhD,Low,3,8.6
S1564,Maria,Johnson,student564@university.com,Female,24,Engineering,88.89,92.44,60.76,82.67,64.59,9.37,92.75,78.93137558806598,B,27.4,Yes,No,PhD,Medium,5,4.6
S1565,Sara,Jones,student565@university.com,Female,24,Engineering,62.26,83.93,64.98,77.86,82.83,7.95,50.37,68.78167686854634,C,22.0,Yes,Yes,PhD,Low,1,4.2
S1566,Sara,Jones,student566@university.com,Male,24,CS,88.4,84.51,87.85,53.23,91.28,6.5,63.07,72.84494045099731,B,9.3,No,Yes,Unknown,Low,8,6.7
S1567,Liam,Davis,student567@university.com,Male,19,Engineering,50.63,99.79,49.73,81.09,66.05,2.85,77.44,70.20124922023729,B,27.0,Yes,No,Bachelor's,Medium,2,4.9
S1568,Omar,Brown,student568@university.com,Female,23,CS,60.86,88.15,77.15,90.7,89.94,7.01,97.05,91.77058694493749,A,17.5,Yes,No,PhD,Medium,10,8.3
S1569,Omar,Johnson,student569@university.com,Male,20,Business,53.26,89.75,70.34,99.62,83.89,2.89,83.99,79.504054670233,B,10.1,No,No,Unknown,Low,3,6.1
S1570,Emma,Brown,student570@university.com,Male,21,Business,89.01,97.08,58.3,51.48,67.43,0.38,72.83,65.78089489159811,C,18.2,No,No,Master's,High,10,7.9
S1571,John,Johnson,student571@university.com,Male,19,Business,87.79,49.07,83.65,83.0,93.82,5.08,56.51,72.43453012741143,C,9.8,Yes,Yes,PhD,High,2,6.6
S1572,Ali,Brown,student572@university.com,Male,19,Business,90.68,69.86,73.07,70.73,75.46,4.89,74.66,70.7104278232127,B,14.2,No,Yes,Unknown,High,1,6.6
S1573,Sara,Jones,student573@university.com,Male,24,Business,50.22,74.83,68.64,50.49,82.41,7.63,72.05,70.84986700227873,C,25.1,No,Yes,High School,Medium,2,7.4
S1574,Omar,Jones,student574@university.com,Male,21,Engineering,75.06,59.76,80.06,80.72,74.78,8.66,88.92,83.19463708746746,B,21.5,Yes,Yes,PhD,High,10,5.7
S1575,Emma,Smith,student575@university.com,Male,24,Engineering,85.24,90.36,88.14,56.12,72.64,3.54,70.67,78.73720623657643,B,16.9,Yes,Yes,Master's,Medium,2,8.7
S1576,Ahmed,Williams,student576@university.com,Female,19,Engineering,57.77,85.75,98.36,68.93,92.4,4.49,65.94,75.52973480929037,B,10.7,Yes,No,Unknown,Low,6,6.0
S1577,Emma,Davis,student577@university.com,Male,20,Business,82.49,83.25,77.76,63.07,64.74,4.7,54.49,70.82487625161495,C,12.1,No,No,PhD,Medium,4,6.0
S1578,Sara,Brown,student578@university.com,Female,24,Business,54.21,99.83,92.47,68.06,51.83,3.24,52.33,70.72416293079537,B,29.5,Yes,No,PhD,High,10,7.5
S1579,Sara,Davis,student579@university.com,Female,24,CS,59.07,55.56,40.07,74.63,93.99,7.43,71.96,61.83044388298957,C,13.6,Yes,No,High School,High,4,7.2
S1580,Emma,Smith,student580@university.com,Female,24,Mathematics,73.79,84.13,71.81,67.96,91.25,5.22,67.34,72.29435756238261,B,20.4,Yes,Yes,Unknown,High,1,9.0
S1581,Ali,Williams,student581@university.com,Female,19,Engineering,82.68,73.08,52.88,77.64,68.33,9.14,77.77,75.36232575285477,B,17.5,Yes,No,Unknown,High,10,8.3
S1582,Maria,Brown,student582@university.com,Male,20,Mathematics,57.29,58.78,45.65,61.93,59.27,6.5,85.6,64.3021809399287,C,5.6,Yes,No,Unknown,High,2,5.4
S1583,Sara,Johnson,student583@university.com,Female,21,Business,59.26,49.64,71.92,81.77,83.78,2.12,52.0,61.01701610287509,C,28.6,Yes,No,Bachelor's,Low,3,4.5
S1584,Emma,Williams,student584@university.com,Female,18,Business,60.22,93.75,84.81,92.69,53.94,1.65,74.81,79.16450854316726,B,7.2,Yes,Yes,High School,Low,9,4.5
S1585,Omar,Jones,student585@university.com,Female,21,Business,61.94,75.73,64.74,61.2,71.19,3.72,93.1,71.03495618778193,B,21.5,Yes,Yes,Unknown,Low,5,5.8
S1586,Emma,Smith,student586@university.com,Female,20,Mathematics,61.33,89.5,80.21,75.39,54.29,3.47,72.76,69.53663328108665,B,25.3,No,No,High School,Low,4,6.4
S1587,John,Williams,student587@university.com,Female,22,CS,69.76,72.72,69.38,82.43,79.9,4.07,76.06,69.7492972191065,B,23.7,No,Yes,Bachelor's,Medium,10,7.2
S1588,Maria,Williams,student588@university.com,Male,24,Business,82.69,53.2,66.23,78.23,51.36,1.84,74.34,60.910458389577734,C,25.2,No,No,Unknown,High,3,8.3
S1589,Ahmed,Jones,student589@university.com,Male,21,CS,71.9,60.25,57.42,68.28,81.46,9.78,69.49,64.03652693512294,C,23.5,No,Yes,High School,High,10,8.9
S1590,Ali,Brown,student590@university.com,Female,22,CS,88.8,62.89,62.96,82.11,83.66,1.46,55.51,59.6272717264941,C,16.1,No,No,High School,Low,1,6.0
S1591,Liam,Johnson,student591@university.com,Male,22,Engineering,85.96,98.38,60.99,51.41,74.36,6.53,56.32,66.72174744803215,C,27.4,Yes,Yes,Bachelor's,Low,1,6.7
S1592,Ahmed,Jones,student592@university.com,Male,20,Mathematics,56.33,40.34,78.77,68.5,58.75,0.13,58.95,56.462300843991436,C,27.8,Yes,Yes,High School,Low,10,7.0
S1593,Maria,Johnson,student593@university.com,Female,20,Business,52.44,99.14,46.96,76.63,55.07,4.07,89.63,70.99317283323862,B,15.9,Yes,No,Bachelor's,Medium,8,6.8
S1594,Maria,Brown,student594@university.com,Female,24,CS,93.9,98.83,45.56,51.03,65.66,3.09,63.77,65.07888409906012,C,17.1,No,Yes,PhD,Medium,10,4.5
S1595,Maria,Williams,student595@university.com,Female,18,Mathematics,53.99,99.77,79.6,75.38,73.26,3.82,97.41,84.37111640262873,B,17.1,No,Yes,High School,Low,9,4.6
S1596,Ahmed,Johnson,student596@university.com,Male,23,Mathematics,57.42,68.6,72.78,82.71,82.11,4.98,90.51,80.42107738521028,B,12.0,Yes,No,Bachelor's,High,3,8.4
S1597,Omar,Smith,student597@university.com,Female,19,Business,51.11,97.83,65.81,87.96,50.06,6.0,84.23,74.3191987120163,B,7.9,No,No,Master's,Medium,9,7.4
S1598,Maria,Smith,student598@university.com,Male,21,Engineering,81.42,63.74,49.15,55.67,85.55,5.84,86.02,64.40289018808672,C,11.5,Yes,Yes,Unknown,Low,8,7.4
S1599,Emma,Jones,student599@university.com,Male,20,Engineering,79.12,41.58,64.66,99.53,85.64,6.31,52.38,60.173186162664784,C,26.1,Yes,No,Unknown,Low,1,8.1
S1600,Ahmed,Brown,student600@university.com,Male,21,CS,99.35,53.46,87.38,80.31,72.23,8.45,78.42,73.57385063072165,B,18.6,No,Yes,Unknown,Low,6,4.4
S1601,Liam,Jones,student601@university.com,Female,23,Engineering,94.35,96.72,93.38,68.16,67.17,8.87,97.05,86.12990339031958,A,26.3,Yes,Yes,Bachelor's,High,9,6.1
S1602,Maria,Jones,student602@university.com,Male,23,Engineering,70.54,40.83,82.15,62.45,92.12,7.37,51.96,61.284604842767465,C,23.6,No,No,Bachelor's,Medium,4,5.2
S1603,Emma,Davis,student603@university.com,Female,24,Engineering,68.58,72.76,43.59,78.64,89.23,0.79,64.55,58.177525337570565,C,13.7,Yes,No,Unknown,High,9,7.3
S1604,Omar,Jones,student604@university.com,Female,22,Mathematics,64.84,44.54,80.22,94.09,99.16,9.61,52.58,67.550858711006,B,9.6,Yes,Yes,Bachelor's,Medium,2,5.1
S1605,John,Davis,student605@university.com,Female,24,Business,57.62,57.18,54.46,76.03,68.6,9.47,78.49,68.34628768032725,C,19.2,No,No,High School,High,10,7.5
S1606,Omar,Smith,student606@university.com,Female,19,Mathematics,56.9,45.29,58.92,83.07,95.34,7.12,55.81,60.88433718405793,C,28.4,No,No,High School,Medium,9,5.9
S1607,Liam,Smith,student607@university.com,Female,18,Mathematics,56.61,91.57,51.75,67.88,54.37,5.17,73.96,65.70769861048075,C,26.0,No,No,High School,High,1,6.2
S1608,Maria,Jones,student608@university.com,Male,21,Business,55.71,75.46,86.55,69.41,70.57,2.51,86.0,77.51417270854857,B,24.1,No,No,PhD,Low,4,8.1
S1609,Liam,Smith,student609@university.com,Male,19,Mathematics,62.03,94.13,78.92,64.31,73.27,7.56,58.22,73.97294828629364,B,24.1,Yes,No,Unknown,High,5,5.7
S1610,Ahmed,Brown,student610@university.com,Male,18,CS,65.33,81.3,76.71,85.28,72.04,8.78,87.77,77.48262139841098,B,18.2,Yes,No,Master's,Low,2,5.3
S1611,Sara,Davis,student611@university.com,Male,21,CS,98.08,98.26,80.08,67.96,81.25,6.65,53.01,75.30010398909045,B,9.2,Yes,Yes,Unknown,High,6,8.3
S1612,Maria,Davis,student612@university.com,Male,19,Mathematics,78.92,70.59,54.21,59.54,58.51,6.29,57.48,60.59100389490908,C,12.1,No,Yes,High School,Low,8,7.4
S1613,Sara,Jones,student613@university.com,Female,20,Engineering,99.38,78.32,66.68,68.47,93.32,1.93,64.01,64.00609031948872,C,19.4,Yes,No,Unknown,Low,2,6.0
S1614,Emma,Smith,student614@university.com,Female,21,Mathematics,68.62,74.58,78.0,92.69,77.59,3.58,89.8,84.81528624106777,B,12.9,No,No,PhD,High,9,6.5
S1615,John,Johnson,student615@university.com,Male,19,Engineering,72.88,69.06,78.2,86.91,95.21,7.23,92.51,88.04322400531812,B,24.5,Yes,Yes,High School,High,2,5.7
S1616,Ali,Davis,student616@university.com,Male,23,Mathematics,66.23,90.76,87.51,66.73,50.13,0.17,61.02,64.51577959854863,C,14.3,No,Yes,PhD,High,1,6.8
S1617,Liam,Jones,student617@university.com,Male,18,CS,59.14,78.67,57.23,95.34,81.5,6.41,54.79,65.96977648147202,C,7.8,Yes,No,PhD,High,6,4.7
S1618,Omar,Jones,student618@university.com,Female,19,Engineering,57.16,88.08,86.22,53.74,70.62,7.67,92.4,84.50701279793063,B,24.6,Yes,No,PhD,High,5,8.4
S1619,John,Brown,student619@university.com,Female,20,CS,97.25,87.18,66.41,52.49,75.25,3.35,82.47,73.97659690383658,B,22.5,Yes,No,High School,Low,10,6.8
S1620,Maria,Williams,student620@university.com,Female,24,Mathematics,99.34,51.46,80.21,56.37,87.19,0.76,57.89,59.53821019356377,C,11.3,No,No,PhD,Low,3,5.9
S1621,Sara,Williams,student621@university.com,Male,21,Business,52.25,79.01,67.34,55.82,61.36,8.19,77.89,67.7509932333671,B,29.5,No,No,PhD,Medium,3,6.9
S1622,Omar,Davis,student622@university.com,Male,21,Engineering,57.52,51.98,96.92,54.39,60.24,1.42,93.62,73.71022102791383,B,15.1,Yes,Yes,Master's,Medium,8,4.8
S1623,Sara,Brown,student623@university.com,Male,21,Engineering,71.18,75.0,50.76,83.07,85.15,3.71,53.48,62.6597298519102,C,22.0,Yes,Yes,Unknown,Medium,4,4.4
S1624,Ahmed,Brown,student624@university.com,Male,20,Mathematics,59.32,80.65,80.5,80.04,76.07,7.07,54.19,72.81004771530296,B,27.8,Yes,Yes,Master's,High,1,6.7
S1625,Sara,Brown,student625@university.com,Female,18,Mathematics,68.19,99.83,74.59,82.38,61.68,8.17,63.68,74.02513639569773,B,8.9,No,No,Unknown,High,4,4.4
S1626,Ahmed,Davis,student626@university.com,Male,21,Engineering,56.45,41.83,50.36,84.42,74.2,8.62,82.61,67.66584716133147,C,27.0,Yes,No,High School,High,6,7.3
S1627,Emma,Williams,student627@university.com,Male,18,Business,72.83,45.47,43.96,87.84,72.98,5.3,58.9,61.07920938133756,C,22.6,Yes,Yes,Master's,High,2,8.0
S1628,Omar,Brown,student628@university.com,Male,19,Mathematics,63.58,44.62,87.95,60.36,84.57,4.76,90.82,71.18433202890598,B,9.2,No,Yes,Bachelor's,Low,7,8.9
S1629,Omar,Smith,student629@university.com,Female,23,Mathematics,67.6,63.9,49.45,81.12,50.13,8.48,87.52,67.1488694434402,C,21.6,Yes,Yes,High School,Low,1,7.8
S1630,Ali,Jones,student630@university.com,Female,23,Mathematics,54.72,89.3,51.19,79.0,79.34,5.63,78.05,74.33999585884553,B,26.9,No,No,High School,Low,10,8.9
S1631,Maria,Jones,student631@university.com,Male,18,Business,71.41,90.64,98.71,97.18,80.28,5.79,55.8,84.46556837687199,B,25.0,No,Yes,Unknown,Medium,9,4.1
S1632,Ahmed,Johnson,student632@university.com,Female,18,Engineering,99.16,84.22,83.04,61.62,87.28,4.34,99.41,83.47377442115666,B,24.0,Yes,Yes,Unknown,Medium,2,6.8
S1633,Ali,Johnson,student633@university.com,Female,23,CS,66.44,93.81,55.03,52.94,94.46,3.73,74.5,69.75213485265316,C,9.0,Yes,Yes,PhD,Low,9,4.8
S1634,Sara,Davis,student634@university.com,Female,21,Mathematics,93.82,59.37,75.46,82.67,72.01,4.81,72.6,67.62872011339776,B,9.8,No,No,Bachelor's,Low,1,5.2
S1635,Sara,Davis,student635@university.com,Female,22,Business,92.16,45.29,72.05,87.01,67.13,3.65,99.78,75.80362366823454,B,18.7,Yes,Yes,High School,Low,4,7.7
S1636,Ali,Jones,student636@university.com,Female,22,Engineering,97.6,43.49,90.67,64.16,55.12,3.44,93.19,74.33017266455022,B,19.5,No,No,High School,Low,5,5.3
S1637,Omar,Smith,student637@university.com,Male,20,Engineering,89.51,91.13,83.76,78.54,66.84,9.94,72.82,77.3152050363473,B,28.6,No,Yes,Master's,Low,8,4.9
S1638,Sara,Williams,student638@university.com,Male,24,Business,82.98,83.83,89.9,52.98,53.42,3.36,70.94,68.99293230949381,B,16.7,Yes,Yes,Unknown,Medium,5,5.9
S1639,Liam,Williams,student639@university.com,Male,23,Mathematics,92.83,81.92,52.69,98.0,90.14,2.56,54.8,65.66734163104621,C,12.6,Yes,Yes,Master's,High,1,4.4
S1640,Emma,Davis,student640@university.com,Female,23,CS,53.78,60.38,78.41,55.5,90.35,3.54,96.33,71.88921197777725,B,9.8,Yes,Yes,Unknown,High,1,4.7
S1641,Emma,Smith,student641@university.com,Female,20,Mathematics,73.14,62.79,42.41,53.38,70.86,5.91,92.19,63.94679165583178,C,6.4,No,No,Unknown,Low,2,4.7
S1642,Liam,Davis,student642@university.com,Female,22,Engineering,99.46,97.49,44.14,52.21,62.98,9.11,65.5,61.10748006996545,C,6.7,Yes,Yes,Master's,High,9,5.1
S1643,Ali,Williams,student643@university.com,Female,19,CS,88.48,43.83,82.81,71.36,55.9,7.88,87.67,72.08697352177914,B,19.4,No,No,Master's,Low,1,8.4
S1644,Liam,Davis,student644@university.com,Male,21,Mathematics,98.1,86.42,41.47,54.86,92.56,8.42,88.14,67.66512131819252,B,9.4,No,No,Master's,Low,3,5.5
S1645,Ahmed,Brown,student645@university.com,Male,21,CS,88.98,58.58,74.79,87.23,93.87,8.59,61.4,76.57627280739895,B,26.3,No,Yes,Unknown,High,8,5.4
S1646,Ahmed,Davis,student646@university.com,Male,19,Business,93.74,42.34,90.42,94.94,63.31,9.21,80.68,79.27292453554051,B,19.9,No,No,Bachelor's,High,1,4.6
S1647,Ali,Jones,student647@university.com,Male,19,Mathematics,85.33,84.55,62.8,63.01,81.09,2.35,62.75,67.73402319144489,C,26.6,Yes,No,Master's,High,4,4.1
S1648,Liam,Davis,student648@university.com,Male,22,Engineering,88.03,59.85,42.69,81.44,62.93,4.58,89.49,70.18771238607337,C,15.7,No,No,Unknown,Low,8,4.8
S1649,Ahmed,Jones,student649@university.com,Male,20,Engineering,76.16,83.33,82.83,52.12,61.26,3.85,57.69,66.36742198929056,C,19.9,No,Yes,Master's,Medium,6,7.6
S1650,Omar,Smith,student650@university.com,Female,19,CS,96.21,82.46,95.78,69.33,51.06,3.82,83.45,74.63370288087424,B,18.1,No,No,Bachelor's,Low,6,8.8
S1651,Liam,Williams,student651@university.com,Female,20,Business,91.25,72.09,83.03,64.65,78.86,6.52,66.3,72.67556541818547,B,29.7,Yes,No,Bachelor's,High,1,7.7
S1652,Omar,Johnson,student652@university.com,Male,24,Mathematics,92.19,86.64,74.71,61.43,57.5,4.02,51.81,65.0594111802088,C,24.9,No,No,PhD,Low,7,8.3
S1653,Ahmed,Johnson,student653@university.com,Female,18,Business,83.65,74.86,53.8,82.24,50.62,6.16,56.19,64.4683947418433,C,19.9,Yes,Yes,PhD,Medium,1,7.9
S1654,Emma,Williams,student654@university.com,Male,21,Business,65.23,57.2,40.92,56.51,55.24,3.82,82.74,58.85909546229679,C,20.2,Yes,Yes,Bachelor's,Medium,3,5.5
S1655,Ahmed,Johnson,student655@university.com,Male,22,CS,51.78,84.05,81.68,93.04,65.69,3.11,62.0,69.98330302795564,B,11.2,No,Yes,Master's,Low,1,7.7
S1656,Omar,Davis,student656@university.com,Female,21,CS,96.78,75.35,53.86,83.24,83.46,3.53,81.55,69.66725905798724,B,23.4,No,No,PhD,Low,8,7.8
S1657,John,Smith,student657@university.com,Male,22,Mathematics,79.31,40.76,91.49,85.54,60.13,8.04,70.74,71.70332296398634,B,29.6,Yes,No,Unknown,Medium,4,5.3
S1658,Maria,Smith,student658@university.com,Male,18,Engineering,64.91,94.1,67.98,96.77,94.38,6.01,84.64,84.91967241331602,B,8.2,No,Yes,Bachelor's,High,5,8.6
S1659,Sara,Williams,student659@university.com,Male,21,Mathematics,57.46,72.74,71.84,97.12,64.42,9.74,74.65,77.85378304668912,B,20.9,No,No,Master's,High,1,9.0
S1660,Liam,Johnson,student660@university.com,Female,18,Business,91.48,92.12,85.24,77.58,66.56,8.33,65.43,75.77596725897847,B,17.9,Yes,Yes,Unknown,Low,1,6.8
S1661,John,Davis,student661@university.com,Female,22,CS,91.83,92.96,86.77,74.77,60.9,4.86,57.29,77.42415248792979,B,26.3,Yes,Yes,Bachelor's,High,10,5.6
S1662,Ahmed,Smith,student662@university.com,Female,19,Business,90.73,66.7,78.56,66.77,62.69,2.42,67.05,68.31224819356886,C,5.0,Yes,Yes,Bachelor's,High,1,5.8
S1663,Emma,Smith,student663@university.com,Female,24,CS,82.25,70.46,96.31,85.78,53.71,6.74,81.74,78.14876791735995,B,8.4,Yes,Yes,Master's,Low,3,6.9
S1664,Ali,Brown,student664@university.com,Male,21,Engineering,68.3,64.95,98.94,76.91,64.74,7.27,87.02,78.24682472620404,B,5.9,No,No,Master's,High,6,4.0
S1665,Ahmed,Brown,student665@university.com,Female,18,Business,65.2,66.97,96.81,96.64,92.98,4.64,58.02,74.29659139184332,B,9.1,Yes,Yes,High School,Medium,5,5.5
S1666,Emma,Smith,student666@university.com,Female,23,CS,50.43,93.71,89.45,61.93,84.42,2.3,83.21,77.72307728384507,B,22.7,Yes,No,Master's,Low,10,4.2
S1667,Maria,Williams,student667@university.com,Female,21,Mathematics,91.68,87.29,82.34,65.51,93.76,5.57,58.96,69.96081373259555,B,8.5,No,No,Unknown,Medium,7,7.1
S1668,Ahmed,Jones,student668@university.com,Male,21,Mathematics,54.37,47.59,79.8,65.8,55.24,2.54,61.09,58.945170240513065,C,20.6,Yes,Yes,PhD,High,1,7.0
S1669,Omar,Jones,student669@university.com,Female,21,Mathematics,81.54,76.62,46.23,90.3,72.78,9.4,76.57,69.39545168693847,B,26.7,No,No,Master's,Medium,8,7.0
S1670,Ali,Davis,student670@university.com,Female,20,Business,75.2,99.75,56.29,54.95,61.46,6.29,64.46,62.64023595294754,C,5.9,Yes,No,Master's,Medium,5,4.8
S1671,Emma,Smith,student671@university.com,Male,18,CS,76.33,75.73,40.34,72.78,86.06,2.92,83.08,71.31915424626425,C,5.7,Yes,No,PhD,Medium,6,8.7
S1672,Emma,Smith,student672@university.com,Male,18,CS,96.34,87.15,48.24,71.38,98.51,2.16,97.79,71.90983745661643,B,29.7,No,No,PhD,Medium,2,6.7
S1673,Emma,Smith,student673@university.com,Male,21,CS,51.58,86.14,66.35,53.66,90.77,7.17,57.44,67.69661389570254,C,21.8,No,No,Bachelor's,Medium,9,6.8
S1674,Maria,Williams,student674@university.com,Male,19,Business,88.67,61.02,48.79,70.54,51.76,7.08,78.53,63.31046826989662,C,8.5,Yes,Yes,Bachelor's,Low,3,6.7
S1675,Ahmed,Brown,student675@university.com,Female,21,CS,52.6,62.31,94.1,75.67,65.83,5.97,96.16,87.46178616908605,B,12.7,Yes,No,PhD,Low,5,6.6
S1676,Maria,Smith,student676@university.com,Male,20,Engineering,51.91,83.44,88.34,53.26,51.43,6.14,58.83,64.57238902168052,C,29.6,Yes,Yes,PhD,Medium,10,8.7
S1677,Liam,Smith,student677@university.com,Female,22,Business,71.49,70.0,44.3,75.49,52.01,6.04,68.34,60.60005599045741,C,10.7,Yes,No,PhD,Medium,8,7.0
S1678,Sara,Johnson,student678@university.com,Female,20,Engineering,53.15,74.23,54.93,97.96,53.98,3.6,56.18,68.30770433275369,C,23.8,Yes,No,Unknown,High,1,6.4
S1679,Sara,Williams,student679@university.com,Female,19,Engineering,89.46,82.77,89.14,98.95,63.82,9.37,82.1,88.8950712589398,A,11.0,No,Yes,High School,Low,4,7.8
S1680,Liam,Davis,student680@university.com,Female,21,Mathematics,76.48,86.65,88.18,76.58,65.21,4.79,83.46,83.6542207094928,B,15.0,Yes,No,Unknown,Low,5,5.3
S1681,Ahmed,Smith,student681@university.com,Female,18,Business,51.45,56.29,96.73,75.75,70.02,0.2,83.21,73.6325282704494,B,27.0,No,Yes,High School,High,6,5.0
S1682,Omar,Johnson,student682@university.com,Male,24,CS,52.03,48.81,99.85,64.28,70.25,3.48,77.11,70.53287587390065,B,5.7,Yes,No,Bachelor's,High,3,6.2
S1683,Maria,Jones,student683@university.com,Female,23,Engineering,80.63,57.51,98.58,99.86,88.57,1.3,87.31,85.63693219924431,B,12.7,No,Yes,PhD,Low,4,4.1
S1684,Ali,Davis,student684@university.com,Female,21,Business,90.31,70.45,64.61,63.71,57.07,3.63,51.79,63.629259891275865,C,17.2,Yes,No,Unknown,High,3,5.5
S1685,Emma,Smith,student685@university.com,Female,19,CS,71.89,60.53,55.02,72.65,57.89,6.08,97.88,72.49262893013929,B,20.6,No,Yes,PhD,Low,4,6.1
