,Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
1471,S2471,Sara,Brown,student1471@university.com,Male,19,Mathematics,68.94,88.36,64.88,90.65,57.89,7.81,74.15,75.01050000000001,A,17.0,No,No,Unknown,Medium,6,5.7
1472,S2472,Ali,Davis,student1472@university.com,Male,21,Business,90.91,72.02,41.45,76.08,80.85,1.45,69.46,62.2255,A,15.4,No,No,High School,Low,2,6.4
1473,S2473,Sara,Davis,student1473@university.com,Male,18,CS,95.64,46.33,60.81,85.9,79.94,3.23,62.31,63.339,A,18.1,No,No,High School,High,7,7.3
1474,S2474,Liam,Williams,student1474@university.com,Male,23,CS,60.11,87.83,88.4,94.81,79.31,4.52,87.71,86.0,F,26.8,Yes,Yes,Bachelor's,High,1,5.0
1475,S2475,Liam,Brown,student1475@university.com,Female,23,Business,77.15,97.18,87.85,88.66,82.09,1.27,81.97,83.2735,C,6.8,No,Yes,High School,High,1,6.7
1476,S2476,Omar,Johnson,student1476@university.com,Male,20,Business,81.84,43.6,69.68,95.49,90.74,7.88,60.33,69.3965,A,18.6,No,No,Bachelor's,Low,1,8.1
1477,S2477,Liam,Davis,student1477@university.com,Female,21,CS,76.09,63.48,68.35,71.56,95.68,5.27,89.72,76.4625,F,22.5,No,Yes,Unknown,Medium,2,5.1
1478,S2478,Emma,Jones,student1478@university.com,Female,23,Mathematics,71.7,69.25,74.77,95.21,61.52,9.44,94.11,82.4665,D,29.3,Yes,Yes,Master's,Low,1,6.6
1479,S2479,Liam,Jones,student1479@university.com,Female,21,Business,59.6,48.79,53.16,81.08,79.39,5.89,52.96,59.5425,F,23.5,No,Yes,Bachelor's,High,7,8.8
1480,S2480,John,Johnson,student1480@university.com,Female,20,Mathematics,74.41,92.06,71.56,93.5,53.92,5.23,88.62,80.31700000000001,F,18.7,Yes,No,Master's,Medium,5,8.0
1481,S2481,Ahmed,Jones,student1481@university.com,Female,23,CS,70.06,57.05,40.66,51.97,56.01,0.71,92.64,60.26599999999999,B,24.2,No,Yes,Unknown,High,7,7.0
1482,S2482,Emma,Smith,student1482@university.com,Female,18,Mathematics,89.78,86.98,68.53,82.89,82.72,1.49,99.58,81.50399999999999,D,29.9,Yes,Yes,Unknown,Medium,5,7.7
1483,S2483,Ali,Davis,student1483@university.com,Male,19,Mathematics,88.18,80.26,60.16,92.4,74.33,8.5,61.88,71.186,B,27.2,No,Yes,Master's,Medium,8,6.6
1484,S2484,Omar,Johnson,student1484@university.com,Male,24,Business,56.7,75.88,80.49,58.71,87.92,9.91,68.55,74.62299999999999,C,7.2,Yes,Yes,Bachelor's,High,10,8.9
1485,S2485,Omar,Brown,student1485@university.com,Male,24,Mathematics,54.43,51.53,78.3,83.09,71.28,4.15,98.31,78.464,F,19.4,No,Yes,Master's,Low,8,4.8
1486,S2486,Omar,Davis,student1486@university.com,Male,24,Mathematics,95.41,53.24,62.85,91.25,56.38,8.1,54.7,63.483999999999995,F,24.7,Yes,Yes,Bachelor's,Low,9,7.6
1487,S2487,Ali,Johnson,student1487@university.com,Male,21,Mathematics,76.78,42.84,40.44,64.4,93.6,6.28,76.19,61.553,F,21.8,No,No,Bachelor's,Medium,3,4.0
1488,S2488,Ali,Williams,student1488@university.com,Female,23,CS,92.89,54.44,55.14,70.26,54.14,9.59,75.34,65.301,F,15.4,No,Yes,Master's,High,2,4.6
1489,S2489,Ali,Brown,student1489@university.com,Male,23,CS,52.91,60.73,78.0,78.48,59.45,2.38,80.33,71.6155,B,13.1,No,Yes,Unknown,High,7,7.6
1490,S2490,Ali,Williams,student1490@university.com,Male,20,Engineering,76.33,89.99,44.34,75.96,63.85,5.45,66.54,65.0495,C,20.7,Yes,No,PhD,High,7,7.8
1491,S2491,Omar,Davis,student1491@university.com,Male,18,CS,76.97,61.98,46.46,51.96,99.76,4.09,96.3,69.617,B,15.3,Yes,Yes,High School,Low,3,4.2
1492,S2492,Omar,Brown,student1492@university.com,Female,22,CS,93.04,85.28,78.82,54.93,70.84,5.42,63.5,69.5805,F,14.8,Yes,No,PhD,Medium,2,5.7
1493,S2493,Sara,Jones,student1493@university.com,Female,23,Engineering,54.88,66.37,85.35,55.02,75.09,2.69,82.48,73.144,C,25.9,Yes,No,Unknown,High,10,4.6
1494,S2494,Emma,Johnson,student1494@university.com,Female,19,Engineering,62.02,87.09,59.29,63.11,88.48,4.98,74.8,71.1305,D,12.9,No,Yes,High School,Low,2,8.5
1495,S2495,Ahmed,Davis,student1495@university.com,Male,20,Business,70.33,98.58,69.38,62.29,81.82,6.25,63.33,71.7815,B,21.1,Yes,No,Master's,Low,3,6.3
1496,S2496,Liam,Smith,student1496@university.com,Male,23,Business,93.29,54.39,96.74,87.11,92.07,0.81,59.44,72.854,A,26.8,No,No,PhD,Low,8,6.2
1497,S2497,Liam,Brown,student1497@university.com,Male,23,CS,96.94,91.74,96.73,78.64,74.32,7.43,97.83,90.2355,D,20.5,Yes,Yes,Bachelor's,High,8,8.1
1498,S2498,John,Brown,student1498@university.com,Male,20,Mathematics,99.64,77.31,58.45,88.2,98.61,7.07,78.06,76.25300000000001,D,17.3,No,Yes,Unknown,Medium,1,7.5
1499,S2499,Omar,Davis,student1499@university.com,Male,20,Business,97.96,89.04,88.6,53.49,89.84,8.8,80.21,80.9765,F,5.9,Yes,Yes,Unknown,High,9,8.6
1500,S2500,John,Davis,student1500@university.com,Female,21,Business,50.3,79.1,75.64,74.26,70.07,4.26,89.14,77.793,F,22.0,Yes,No,Unknown,Low,5,8.7
1501,S2501,Emma,Williams,student1501@university.com,Male,23,CS,52.39,65.44,98.53,66.19,69.06,0.62,54.06,67.81099999999999,D,29.9,Yes,No,PhD,Low,5,5.6
1502,S2502,Emma,Jones,student1502@university.com,Female,22,Mathematics,57.38,53.68,68.66,92.5,96.47,4.61,85.69,76.75099999999999,B,25.2,No,No,Bachelor's,Medium,2,7.2
1503,S2503,John,Williams,student1503@university.com,Male,19,Engineering,67.44,44.2,86.48,85.39,84.22,1.38,58.26,67.6485,C,20.9,No,No,PhD,Low,5,6.7
1504,S2504,Omar,Williams,student1504@university.com,Female,18,Engineering,91.5,72.13,86.09,93.46,81.07,6.47,87.02,83.809,B,16.7,No,No,Bachelor's,Low,6,7.0
1505,S2505,John,Jones,student1505@university.com,Female,18,CS,94.63,99.42,69.85,52.32,87.89,0.47,57.07,66.3685,B,10.6,No,No,High School,Low,7,7.1
1506,S2506,Liam,Smith,student1506@university.com,Female,22,CS,59.34,84.28,87.74,86.04,78.04,3.74,91.62,84.643,D,22.3,Yes,No,Master's,Medium,1,4.3
1507,S2507,Sara,Williams,student1507@university.com,Female,20,Mathematics,80.98,59.64,55.66,77.0,57.96,0.83,84.05,65.83699999999999,B,9.4,No,No,Unknown,Low,3,8.5
1508,S2508,Liam,Williams,student1508@university.com,Male,20,CS,95.87,89.63,47.34,91.25,65.96,0.03,69.29,66.36500000000001,C,27.2,No,No,Bachelor's,High,4,4.7
1509,S2509,Maria,Brown,student1509@university.com,Male,20,CS,73.19,86.14,65.51,75.36,77.9,9.61,67.94,73.5795,D,13.8,Yes,Yes,PhD,Low,7,6.1
1510,S2510,Omar,Jones,student1510@university.com,Male,23,CS,55.18,56.9,96.62,77.01,50.91,9.96,57.45,71.5475,B,15.0,Yes,No,PhD,Low,8,5.5
1511,S2511,Omar,Johnson,student1511@university.com,Female,20,Mathematics,72.89,40.86,70.04,52.59,71.87,5.56,95.2,70.0545,F,10.4,No,Yes,Unknown,Low,5,6.8
1512,S2512,Ahmed,Smith,student1512@university.com,Male,20,CS,68.79,47.09,78.12,83.43,87.79,2.39,55.93,65.861,B,17.0,No,Yes,Unknown,Low,7,8.8
1513,S2513,Ali,Smith,student1513@university.com,Male,23,Business,78.88,92.64,77.45,63.66,58.21,9.11,73.6,75.2635,D,22.0,Yes,Yes,Unknown,High,2,6.1
1514,S2514,Maria,Jones,student1514@university.com,Male,23,Mathematics,71.93,90.19,47.95,50.98,53.23,9.23,61.83,61.65,D,12.6,Yes,Yes,High School,High,8,7.0
1515,S2515,Emma,Davis,student1515@university.com,Male,22,Business,50.87,57.71,63.42,53.32,91.8,8.55,99.82,75.91049999999998,F,22.5,No,No,Master's,High,2,4.7
1516,S2516,Omar,Davis,student1516@university.com,Female,21,Mathematics,99.7,57.11,82.42,97.86,80.86,5.44,79.29,78.4435,D,20.5,No,No,Bachelor's,High,3,6.3
1517,S2517,John,Brown,student1517@university.com,Female,23,Business,77.18,87.57,98.32,67.3,58.83,0.75,57.48,71.3125,A,14.3,No,Yes,Unknown,High,3,8.6
1518,S2518,Maria,Brown,student1518@university.com,Male,19,Mathematics,73.68,96.26,50.08,93.4,90.32,0.88,83.38,75.455,D,12.8,Yes,Yes,Bachelor's,Medium,6,8.7
1519,S2519,Ahmed,Jones,student1519@university.com,Male,20,Engineering,97.73,86.75,64.63,97.98,82.91,8.97,99.58,86.517,B,26.5,Yes,No,PhD,High,10,6.7
1520,S2520,Emma,Brown,student1520@university.com,Male,21,CS,57.79,76.33,45.71,97.16,66.71,8.76,80.25,72.577,C,5.3,No,No,Master's,Medium,6,7.8
1521,S2521,Ali,Smith,student1521@university.com,Female,18,CS,59.46,54.56,54.54,94.09,68.81,4.34,72.87,66.8445,B,22.9,Yes,Yes,Master's,High,1,4.0
1522,S2522,Ali,Smith,student1522@university.com,Female,22,Mathematics,90.4,71.54,62.61,94.74,57.79,3.28,64.66,67.41149999999999,D,15.4,Yes,No,Bachelor's,Medium,10,6.7
1523,S2523,Ahmed,Johnson,student1523@university.com,Female,21,Business,63.04,54.01,72.44,64.45,91.76,6.44,54.61,64.658,A,22.9,No,Yes,PhD,Low,2,7.7
1524,S2524,Ahmed,Davis,student1524@university.com,Male,23,Engineering,89.96,88.48,53.83,57.57,75.45,8.07,61.41,65.36800000000001,B,17.7,Yes,No,PhD,High,5,5.6
1525,S2525,John,Jones,student1525@university.com,Female,20,Business,63.58,63.22,53.65,81.96,77.85,7.32,77.68,69.9385,C,7.1,Yes,No,High School,Medium,9,8.5
1526,S2526,Omar,Williams,student1526@university.com,Female,20,CS,51.66,90.02,86.67,74.41,94.17,6.16,87.69,85.136,B,29.6,No,Yes,Unknown,Low,6,7.9
1527,S2527,Ali,Davis,student1527@university.com,Female,20,CS,75.85,62.9,97.76,54.94,50.79,2.32,93.9,76.525,F,7.2,No,Yes,PhD,High,6,7.8
1528,S2528,Emma,Williams,student1528@university.com,Female,21,Business,59.83,89.45,59.42,83.88,53.35,2.63,89.69,74.4115,A,9.0,No,No,Unknown,Medium,1,4.1
1529,S2529,Maria,Johnson,student1529@university.com,Female,20,Mathematics,87.89,60.0,81.28,78.14,58.08,7.24,56.27,67.35,D,15.5,Yes,Yes,Unknown,Low,8,4.9
1530,S2530,Emma,Johnson,student1530@university.com,Male,23,Mathematics,82.06,66.41,55.48,93.15,51.5,8.03,88.67,73.57,B,28.6,Yes,No,Bachelor's,Medium,9,7.6
1531,S2531,Sara,Brown,student1531@university.com,Male,21,Business,96.18,76.93,95.68,80.46,82.91,1.16,79.08,80.1235,B,12.3,Yes,No,Unknown,High,5,6.8
1532,S2532,Sara,Johnson,student1532@university.com,Male,20,CS,89.15,44.22,80.37,78.7,81.69,1.87,73.46,69.6725,B,19.2,No,No,Bachelor's,Low,10,6.9
1533,S2533,Ahmed,Johnson,student1533@university.com,Male,18,Business,59.04,96.89,88.16,72.04,60.54,6.8,78.64,80.4255,B,18.0,No,No,Master's,Low,3,4.1
1534,S2534,John,Williams,student1534@university.com,Female,18,CS,90.01,74.42,42.96,73.14,57.47,3.89,50.4,55.68599999999999,C,13.3,Yes,Yes,PhD,Low,10,6.2
1535,S2535,Sara,Brown,student1535@university.com,Male,19,Business,82.09,70.47,75.91,97.72,57.28,5.63,53.39,68.76599999999999,F,22.4,Yes,No,Bachelor's,High,5,7.9
1536,S2536,Ali,Johnson,student1536@university.com,Male,20,Mathematics,83.45,90.36,71.66,56.92,97.66,6.15,76.29,75.73500000000001,F,17.5,No,Yes,High School,Low,5,7.3
1537,S2537,Emma,Davis,student1537@university.com,Male,20,Engineering,91.61,91.95,57.58,72.31,84.68,7.76,58.68,68.986,A,19.5,No,Yes,Bachelor's,Medium,1,6.9
1538,S2538,Emma,Johnson,student1538@university.com,Female,21,CS,78.69,71.34,55.75,82.79,79.27,8.06,77.28,72.19800000000001,A,10.3,No,Yes,Unknown,High,9,7.5
1539,S2539,Ahmed,Brown,student1539@university.com,Male,21,Engineering,73.3,95.64,74.8,71.65,66.12,2.8,67.71,72.1185,C,28.2,No,No,High School,Low,10,8.3
1540,S2540,Omar,Jones,student1540@university.com,Female,24,Mathematics,81.83,43.88,82.39,64.16,71.65,5.41,95.37,75.2845,F,7.8,Yes,No,Unknown,High,2,8.2
1541,S2541,Omar,Brown,student1541@university.com,Female,20,Business,64.9,46.79,41.99,64.37,54.47,1.24,97.48,62.482499999999995,A,22.3,No,Yes,High School,High,5,6.3
1542,S2542,Maria,Williams,student1542@university.com,Female,19,Mathematics,59.13,75.81,74.04,61.68,99.91,8.42,98.99,83.0315,D,27.1,Yes,Yes,Bachelor's,Low,1,5.5
1543,S2543,Ahmed,Jones,student1543@university.com,Male,20,Engineering,80.83,61.24,50.23,67.2,87.75,8.45,94.95,73.3085,F,7.1,Yes,Yes,Unknown,Low,7,5.8
1544,S2544,Liam,Davis,student1544@university.com,Female,23,Mathematics,61.69,67.85,48.42,93.58,81.07,3.0,99.29,75.7135,B,5.7,No,Yes,Bachelor's,Low,7,6.6
1545,S2545,Maria,Smith,student1545@university.com,Male,21,Mathematics,54.0,59.68,77.39,75.26,79.39,1.61,85.31,73.9255,F,13.3,Yes,Yes,PhD,Medium,5,4.4
1546,S2546,Liam,Brown,student1546@university.com,Male,20,Business,50.03,64.28,58.65,62.01,75.22,0.7,98.03,70.887,D,24.7,No,Yes,High School,Low,10,7.0
1547,S2547,Omar,Williams,student1547@university.com,Male,21,Engineering,80.42,89.36,66.45,69.23,62.87,5.75,82.09,74.19,B,22.9,No,Yes,Master's,Medium,10,6.3
1548,S2548,Ahmed,Davis,student1548@university.com,Female,20,Engineering,68.11,75.61,61.6,55.29,61.32,0.91,90.46,68.75999999999999,F,25.6,No,Yes,Master's,Low,2,7.8
1549,S2549,Liam,Jones,student1549@university.com,Female,22,Engineering,87.62,99.84,78.9,95.2,77.48,6.81,56.6,77.114,B,14.9,Yes,No,Bachelor's,High,8,5.4
1550,S2550,Ahmed,Davis,student1550@university.com,Male,21,CS,68.76,87.21,68.21,70.41,53.51,6.78,84.13,74.6755,B,29.8,No,No,High School,High,3,4.3
1551,S2551,Ahmed,Brown,student1551@university.com,Female,19,Mathematics,74.3,56.42,97.81,99.02,53.72,6.14,96.56,85.1785,C,14.2,Yes,No,High School,Low,5,8.5
1552,S2552,Omar,Johnson,student1552@university.com,Female,22,Engineering,70.35,55.86,61.14,67.38,78.04,8.77,77.0,69.06,D,25.1,Yes,No,Bachelor's,Low,6,4.3
1553,S2553,Maria,Brown,student1553@university.com,Female,23,Mathematics,82.53,60.15,84.42,91.82,95.99,3.78,59.34,73.19149999999999,C,13.8,No,No,Master's,Low,6,8.6
1554,S2554,Maria,Smith,student1554@university.com,Male,20,Business,67.81,90.6,55.44,62.82,95.71,9.02,76.34,73.856,F,10.5,Yes,No,PhD,High,8,6.5
1555,S2555,Ahmed,Brown,student1555@university.com,Female,24,Business,98.19,41.64,70.53,53.81,50.54,0.37,85.35,62.794,B,13.4,No,No,Master's,High,1,4.3
1556,S2556,Sara,Jones,student1556@university.com,Female,23,CS,96.81,53.81,73.15,51.59,55.37,1.13,88.49,66.7465,F,9.8,No,No,Unknown,High,5,4.6
1557,S2557,John,Jones,student1557@university.com,Male,21,CS,92.4,94.3,59.75,80.31,79.15,4.12,76.19,73.961,F,8.2,Yes,No,Master's,Low,7,6.7
1558,S2558,Omar,Brown,student1558@university.com,Female,22,Business,96.02,78.39,68.31,65.58,92.42,5.94,60.87,69.146,C,14.1,Yes,Yes,Unknown,Low,5,4.1
1559,S2559,John,Jones,student1559@university.com,Male,23,Engineering,72.46,53.61,56.76,72.18,97.72,0.32,96.33,71.88949999999998,F,8.7,Yes,No,Unknown,High,8,8.6
1560,S2560,John,Johnson,student1560@university.com,Female,19,Business,76.82,53.15,40.36,90.93,93.03,5.67,88.68,70.444,D,17.6,No,Yes,PhD,Medium,2,8.0
1561,S2561,Maria,Davis,student1561@university.com,Female,24,Mathematics,87.1,91.76,52.94,62.41,83.88,3.07,63.53,65.3425,B,5.9,No,Yes,PhD,Low,5,6.5
1562,S2562,Maria,Brown,student1562@university.com,Female,21,CS,84.81,93.63,82.0,65.43,60.03,8.87,90.59,81.974,A,15.8,No,No,Master's,Low,4,8.6
1563,S2563,Sara,Johnson,student1563@university.com,Female,22,CS,94.53,55.37,86.26,92.27,53.63,5.33,67.39,71.95599999999999,D,29.0,Yes,Yes,Bachelor's,Medium,3,5.3
1564,S2564,John,Davis,student1564@university.com,Female,23,Business,85.82,65.23,56.81,74.64,52.38,5.88,65.62,63.047,A,14.0,No,No,Master's,High,2,8.3
1565,S2565,John,Davis,student1565@university.com,Female,22,Engineering,99.89,90.08,64.48,91.38,80.6,9.46,93.15,84.07400000000001,A,8.4,Yes,Yes,PhD,Low,8,8.0
1566,S2566,Ahmed,Johnson,student1566@university.com,Male,22,Engineering,67.43,86.26,42.24,68.72,51.81,7.64,93.66,70.906,C,12.6,Yes,No,Unknown,Medium,4,6.9
1567,S2567,Maria,Williams,student1567@university.com,Female,23,Mathematics,91.65,88.83,54.22,69.92,86.96,4.38,69.92,69.2295,A,24.8,No,No,Unknown,Medium,10,5.6
1568,S2568,John,Brown,student1568@university.com,Female,18,CS,84.88,71.1,86.75,58.36,85.62,4.77,50.45,67.18849999999999,B,12.8,No,No,Bachelor's,High,10,6.8
1569,S2569,Emma,Davis,student1569@university.com,Female,20,Business,84.57,94.69,76.36,95.82,53.98,6.48,59.33,74.1035,C,14.6,No,No,Master's,Medium,4,8.8
1570,S2570,Sara,Davis,student1570@university.com,Male,21,Business,66.29,59.56,52.35,94.84,95.33,2.0,95.46,75.4185,D,24.7,Yes,Yes,Bachelor's,High,4,4.4
1571,S2571,Liam,Jones,student1571@university.com,Male,21,CS,89.28,49.4,55.45,99.21,76.1,0.89,94.94,72.691,D,11.5,Yes,No,Bachelor's,Medium,9,5.0
1572,S2572,Emma,Davis,student1572@university.com,Male,24,Business,95.02,82.52,89.01,70.12,95.22,3.11,72.67,78.0265,D,17.0,No,No,Master's,Low,7,7.2
1573,S2573,Emma,Johnson,student1573@university.com,Female,24,CS,60.93,72.36,52.55,90.93,95.08,7.78,65.21,70.592,F,6.6,Yes,Yes,High School,High,10,7.4
1574,S2574,Liam,Davis,student1574@university.com,Female,24,Engineering,81.27,91.28,60.05,70.75,59.85,2.57,65.14,66.129,C,9.4,Yes,Yes,Master's,High,3,4.8
1575,S2575,Omar,Williams,student1575@university.com,Male,21,Engineering,69.61,44.87,79.86,72.71,69.03,1.31,94.86,73.618,C,10.2,No,No,Bachelor's,Medium,5,8.0
1576,S2576,Omar,Brown,student1576@university.com,Male,22,Business,99.48,90.62,73.67,91.5,56.73,2.19,66.24,72.3755,C,16.6,No,No,High School,Low,4,8.6
1577,S2577,Sara,Brown,student1577@university.com,Male,24,Engineering,73.94,57.6,67.65,58.87,88.75,6.79,75.58,69.327,B,25.5,Yes,No,Bachelor's,Medium,1,4.4
1578,S2578,Emma,Davis,student1578@university.com,Female,23,Engineering,61.42,79.29,93.98,61.02,75.21,6.14,86.55,81.0975,C,13.9,No,No,Bachelor's,Medium,4,8.9
1579,S2579,John,Smith,student1579@university.com,Male,20,Mathematics,69.09,42.41,53.18,65.74,96.44,6.88,60.47,60.74249999999999,B,14.5,Yes,Yes,Bachelor's,Medium,7,5.4
1580,S2580,Maria,Smith,student1580@university.com,Female,19,CS,82.69,76.57,84.49,89.41,60.41,3.22,62.69,72.47749999999999,D,12.5,No,No,Unknown,Low,5,5.5
1581,S2581,Sara,Johnson,student1581@university.com,Female,21,CS,53.8,83.04,49.54,68.63,84.42,9.01,67.9,68.4525,F,13.0,No,No,Master's,Low,6,4.2
1582,S2582,Ahmed,Smith,student1582@university.com,Female,23,Business,80.18,62.13,76.94,67.91,99.46,4.52,82.71,75.75999999999999,A,15.1,No,No,PhD,Medium,6,6.5
1583,S2583,Liam,Johnson,student1583@university.com,Male,20,CS,96.56,52.92,92.24,99.94,83.27,5.14,90.87,84.14699999999999,F,27.5,No,No,Unknown,High,7,8.8
1584,S2584,Emma,Jones,student1584@university.com,Female,20,Mathematics,92.52,72.26,67.47,69.19,53.44,9.49,77.34,71.37599999999999,F,5.6,Yes,Yes,Master's,High,1,4.8
1585,S2585,Sara,Johnson,student1585@university.com,Male,18,Business,53.38,89.99,83.46,62.39,79.42,9.79,56.65,73.554,F,20.6,No,Yes,Unknown,High,6,6.9
1586,S2586,Ali,Smith,student1586@university.com,Male,23,Business,99.67,59.41,89.22,81.16,58.99,6.62,72.31,74.2925,A,27.2,No,No,Master's,High,9,5.4
1587,S2587,Ali,Davis,student1587@university.com,Male,21,CS,84.94,55.15,48.16,90.09,51.53,9.45,56.38,60.618,B,15.4,Yes,No,High School,Medium,10,4.1
1588,S2588,Omar,Jones,student1588@university.com,Male,24,Engineering,58.11,56.74,82.35,53.48,66.75,5.42,54.41,62.82849999999999,D,21.3,No,No,PhD,Medium,5,8.9
1589,S2589,Liam,Smith,student1589@university.com,Female,22,Engineering,50.62,96.95,95.19,80.94,63.31,3.07,79.48,82.191,A,19.6,Yes,Yes,High School,Low,7,7.6
1590,S2590,Maria,Johnson,student1590@university.com,Female,24,Engineering,58.56,61.56,74.58,51.79,89.44,3.15,97.81,75.5095,D,13.5,Yes,No,High School,High,3,7.7
1591,S2591,John,Williams,student1591@university.com,Female,20,Engineering,91.91,40.22,51.17,76.32,68.68,5.59,91.88,67.5005,B,8.4,No,No,Master's,Medium,4,7.3
1592,S2592,Maria,Brown,student1592@university.com,Female,20,Mathematics,51.08,86.9,47.62,62.85,86.65,6.05,88.72,72.67349999999999,D,10.5,Yes,Yes,Bachelor's,High,4,4.7
1593,S2593,Maria,Smith,student1593@university.com,Male,19,Business,61.66,81.96,55.58,65.33,50.81,4.4,86.35,69.17450000000001,B,6.4,Yes,Yes,Bachelor's,High,6,5.0
1594,S2594,Maria,Johnson,student1594@university.com,Male,24,Engineering,87.87,47.71,46.21,73.35,50.74,8.84,94.86,67.6635,A,24.1,No,No,Bachelor's,Medium,3,5.9
1595,S2595,Liam,Jones,student1595@university.com,Male,18,Mathematics,79.31,99.09,70.8,96.36,51.47,4.27,87.64,80.5915,A,18.3,No,Yes,Bachelor's,Medium,3,9.0
1596,S2596,Maria,Smith,student1596@university.com,Male,20,Business,89.14,76.48,44.18,85.53,60.97,2.73,81.34,67.2105,D,24.6,Yes,No,PhD,Medium,10,7.4
1597,S2597,Ahmed,Smith,student1597@university.com,Female,20,CS,87.31,70.05,53.4,96.84,68.7,0.08,68.23,65.7625,D,12.3,Yes,Yes,High School,High,5,6.2
1598,S2598,Liam,Brown,student1598@university.com,Male,22,CS,52.53,62.93,66.39,83.0,80.39,9.71,55.05,67.896,F,25.1,Yes,No,Unknown,Low,2,6.4
1599,S2599,Ahmed,Johnson,student1599@university.com,Female,22,Mathematics,94.63,93.92,68.43,50.36,99.3,8.24,73.05,74.7145,F,12.7,No,Yes,PhD,High,1,8.6
1600,S2600,Liam,Williams,student1600@university.com,Male,19,Business,61.35,54.64,73.92,63.28,67.72,6.16,96.24,74.892,D,8.0,Yes,Yes,Master's,Medium,2,5.0
1601,S2601,Omar,Jones,student1601@university.com,Male,23,Engineering,77.67,57.15,82.34,95.29,52.78,8.31,79.16,76.632,F,18.3,No,No,PhD,High,9,5.6
1602,S2602,Sara,Johnson,student1602@university.com,Male,19,Business,82.21,47.34,42.83,82.17,59.75,8.1,59.23,57.928000000000004,D,28.6,No,Yes,PhD,Low,3,5.9
1603,S2603,Ali,Jones,student1603@university.com,Male,19,Engineering,58.43,85.55,44.84,99.08,94.89,9.32,82.45,77.7885,C,15.4,Yes,Yes,Master's,Medium,3,8.5
1604,S2604,Maria,Smith,student1604@university.com,Female,22,Mathematics,98.81,75.73,43.65,57.8,84.97,3.86,73.27,63.349999999999994,F,17.9,No,Yes,Unknown,Medium,1,7.9
1605,S2605,Omar,Brown,student1605@university.com,Female,24,Engineering,74.41,76.54,65.39,64.84,89.51,5.55,96.57,78.2515,D,16.3,Yes,No,High School,High,2,7.0
1606,S2606,Sara,Brown,student1606@university.com,Female,24,Mathematics,52.88,53.11,42.51,68.12,56.21,0.99,58.05,52.342999999999996,C,16.4,Yes,Yes,PhD,Medium,6,5.6
1607,S2607,Ali,Davis,student1607@university.com,Female,24,Business,96.86,79.07,84.76,66.33,56.75,9.65,85.6,79.17999999999999,F,10.4,No,No,Master's,Low,2,5.0
1608,S2608,Emma,Williams,student1608@university.com,Male,23,Business,79.31,85.93,53.38,62.6,55.61,9.85,84.08,71.33449999999999,A,15.6,Yes,Yes,Master's,Medium,10,5.7
1609,S2609,John,Brown,student1609@university.com,Male,22,Engineering,84.96,61.47,96.35,72.17,92.86,7.89,99.18,87.1185,D,17.4,No,No,Unknown,High,10,8.6
1610,S2610,Ahmed,Smith,student1610@university.com,Female,18,Business,76.26,88.08,69.18,82.11,60.5,4.54,78.25,74.61850000000001,A,23.6,No,Yes,PhD,Medium,8,8.6
1611,S2611,Emma,Williams,student1611@university.com,Female,21,Engineering,91.74,60.93,66.78,65.56,82.16,4.97,93.58,74.4435,F,8.5,Yes,Yes,Master's,High,6,6.1
1612,S2612,Liam,Johnson,student1612@university.com,Male,21,Business,51.66,85.49,86.83,53.98,75.81,4.35,51.24,67.756,C,19.3,Yes,No,Unknown,Medium,2,5.6
1613,S2613,Ali,Brown,student1613@university.com,Male,18,CS,63.42,42.02,82.79,85.43,77.22,2.93,56.14,65.84400000000001,D,21.6,No,Yes,Unknown,Medium,10,8.4
1614,S2614,Emma,Williams,student1614@university.com,Female,24,Engineering,73.48,73.07,76.44,72.95,59.77,5.28,67.3,69.82,C,14.6,No,No,Master's,High,6,6.2
1615,S2615,John,Smith,student1615@university.com,Female,21,Mathematics,53.83,98.17,96.11,77.82,81.76,0.53,80.97,83.158,A,18.7,Yes,No,Master's,Low,2,4.2
1616,S2616,Omar,Davis,student1616@university.com,Female,23,CS,85.3,98.87,65.34,72.77,52.16,9.92,72.45,73.992,D,22.8,No,No,PhD,High,1,5.7
1617,S2617,Ali,Jones,student1617@university.com,Male,22,Mathematics,69.68,56.91,88.51,94.52,99.67,4.24,60.13,74.96799999999999,A,16.6,No,Yes,PhD,Low,5,7.0
1618,S2618,Emma,Jones,student1618@university.com,Female,21,Business,63.63,66.48,62.81,77.94,51.34,9.27,79.46,70.9725,A,13.3,No,No,High School,High,5,8.7
1619,S2619,Ahmed,Smith,student1619@university.com,Female,23,CS,50.17,43.78,90.3,96.16,52.51,7.24,78.33,75.93599999999999,C,25.6,Yes,No,Master's,Medium,8,6.1
1620,S2620,Ahmed,Smith,student1620@university.com,Female,22,Business,85.99,92.4,55.57,75.53,66.23,2.9,76.22,70.021,F,29.7,No,No,Bachelor's,Low,4,5.2
1621,S2621,Sara,Jones,student1621@university.com,Female,23,Engineering,91.69,74.11,57.36,64.63,91.58,2.22,54.53,61.77799999999999,A,10.4,Yes,Yes,Bachelor's,High,2,5.9
